TITULO;GRATUITO;FECHA;HORA;CONTENT-URL;NOMBRE-INSTALACION;CP;TIPO
Ludoteca;1;02/11/2024;22:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=429a8eccc32e2910VgnVCM2000001f4a900aRCRD;Centro Sociocultural Valverde (Fuencarral - El Pardo);28034;CursosTalleres
Ludoteca en la Biblioteca Ángel González;1;14/09/2024;23:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=50a99392d9f94810VgnVCM1000001d4a900aRCRD;Biblioteca Pública Municipal Ángel González (Latina);28024;CursosTalleres
Madrid entre líneas. Encuentros literarios en El Retiro.;1;06/02/2025;0:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=cbd3938ed0ff1910VgnVCM1000001d4a900aRCRD;Biblioteca Pública Municipal Eugenio Trías. Casa de Fieras de El Retiro (Retiro);28009;RecitalesPresentacionesActosLiterarios
Madrid: Levantamiento Dos de Mayo de 1808;1;25/04/2024;1:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=fcc86926fe17f810VgnVCM2000001f4a900aRCRD;Museo de Historia de Madrid;28004;Exposiciones
Magia: '¿Quién dijo que la vida no tiene magia?'. A cargo de Magomino.;1;20/11/2024;2:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ee2d97e3ef2c2910VgnVCM2000001f4a900aRCRD;Centro Sociocultural José de Espronceda (Tetuán);28039;CircoMagia
Magic World;1;22/11/2024;3:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=57e761d05c6f2910VgnVCM1000001d4a900aRCRD;Centro Cultural Federico Chueca (Hortaleza);28043;TeatroPerformance
Marcelino, el mejor payaso del mundo;0;07/12/2024;4:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=760c00ab35343910VgnVCM1000001d4a900aRCRD;Cineteca Madrid;28045;ProgramacionDestacadaAgendaCultura
María José LLergo;0;22/01/2025;5:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b92f13b2aa003910VgnVCM2000001f4a900aRCRD;Teatro Circo Price;28012;ProgramacionDestacadaAgendaCultura
Marisol, llámame Pepa;1;14/12/2024;6:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a5e0283882443910VgnVCM1000001d4a900aRCRD;Centro Cultural Buero Vallejo (San Blas - Canillejas);28022;CineActividadesAudiovisuales
Marta Sanley y Raúl Gama;1;29/11/2024;7:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d66e97e3ef2c2910VgnVCM2000001f4a900aRCRD;Centro Sociocultural José de Espronceda (Tetuán);28039;Musica
Matinal escolar Circo Price en Navidad;0;10/12/2024;8:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=70feaa1fc0902910VgnVCM1000001d4a900aRCRD;Teatro Circo Price;28012;ProgramacionDestacadaAgendaCultura
Menuda Momia. Un cuento diferente;1;24/11/2024;9:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=fea9b70316eb2910VgnVCM1000001d4a900aRCRD;Centro Cultural Quinta del Berro - Rafael Altamira (Salamanca);28028;TeatroPerformance
Merino;0;26/01/2025;10:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a8e7a32fa9322910VgnVCM1000001d4a900aRCRD;Teatro Circo Price;28012;ProgramacionDestacadaAgendaCultura
Mesa revuelta;0;06/02/2025;11:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=27cee2fc6e6c1910VgnVCM1000001d4a900aRCRD;Teatro Español;28012;TeatroPerformance
Mi desconfiada esposa' (1957). Dirigida por Vincente Minnelli;1;27/11/2024;12:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1a2e97e3ef2c2910VgnVCM2000001f4a900aRCRD;Centro Sociocultural José de Espronceda (Tetuán);28039;CineActividadesAudiovisuales
Mi querida Navidad;1;23/12/2024;13:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5ea4fc6a6f343910VgnVCM1000001d4a900aRCRD;Centro Cultural Casa de Vacas (Retiro);28009;FiestasNavidadesReyes
"Michel Camilo &amp; Tomatito";0;23/11/2024;14:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=560d02fb90672910VgnVCM2000001f4a900aRCRD;Fernán Gómez Centro Cultural de la Villa;28001;Musica/JazzSoulFunkySwingReagge
Miguel Poveda;0;11/01/2025;15:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5e3d13b2aa003910VgnVCM2000001f4a900aRCRD;Teatro Circo Price;28012;ProgramacionDestacadaAgendaCultura
Mindfulness;1;13/11/2024;16:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ed688eccc32e2910VgnVCM2000001f4a900aRCRD;Centro Sociocultural Valverde (Fuencarral - El Pardo);28034;CursosTalleres
Mocedades y los Panchos;0;19/01/2025;17:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b89e13b2aa003910VgnVCM2000001f4a900aRCRD;Teatro Circo Price;28012;ProgramacionDestacadaAgendaCultura
Monólogo: 'Más listos que el hambre';1;28/11/2024;18:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b9b4b13171a1f810VgnVCM2000001f4a900aRCRD;Centro Sociocultural Valle Inclán (Fuencarral - El Pardo);28029;TeatroPerformance
Muchachito Bombo Inferno;0;24/01/2025;19:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=cb5f13b2aa003910VgnVCM2000001f4a900aRCRD;Teatro Circo Price;28012;ProgramacionDestacadaAgendaCultura
Muerdo;0;31/01/2025;20:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b787a32fa9322910VgnVCM1000001d4a900aRCRD;Teatro Circo Price;28012;ProgramacionDestacadaAgendaCultura
Muestra de las calabazas participantes del XI concurso de calabazas gigantes y raras;1;29/10/2024;21:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=40e8f3bfbe742910VgnVCM1000001d4a900aRCRD;Centro de Información y Educación Ambiental El Huerto de El Retiro;28009;Exposiciones
Muestra Libros de Artista. Eduardo Chillida 100 años;1;22/10/2024;22:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=58ea4b1935f82910VgnVCM2000001f4a900aRCRD;Biblioteca Pública Municipal Manuel Vázquez Montalbán (Tetuán);28039;Exposiciones
Mundanza - Renacer;1;24/11/2024;23:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2530dc6f4d4d2910VgnVCM2000001f4a900aRCRD;Centro Cultural El Pozo del tío Raimundo (Puente de Vallecas);28053;DanzaBaile/Flamenco
Muñeca brava;1;23/11/2024;0:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f13af90719423910VgnVCM2000001f4a900aRCRD;Centro Cultural Dotacional Integrado Arganzuela;28045;TeatroPerformance
Música de cine;1;23/11/2024;1:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8d3f602d204b2910VgnVCM2000001f4a900aRCRD;Centro Cultural Las Californias (Retiro);28007;Musica
Música Góspel `Coro Turrón´;1;20/12/2024;2:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0a226550a0a23910VgnVCM2000001f4a900aRCRD;Centro Sociocultural Bohemios (Villaverde);28041;Musica/CoroGospel
Música para sonreír;1;30/11/2024;3:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=23a7c194e32d2910VgnVCM1000001d4a900aRCRD;Auditorio y sala de exposiciones Paco de Lucía (Latina);28044;DanzaBaile
MÚSICA. Elena Ley presenta 'Canciones que tocan el alma';1;29/11/2024;4:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=524bef619aca2910VgnVCM2000001f4a900aRCRD;Centro Cultural Príncipe de Asturias (Ciudad Lineal);28037;Musica
"MÚSICA. FERNÁNDEZ &amp; MUÑOZ, presentan PALABRA DE MUJER";1;22/11/2024;5:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0f9f1f60c39b2910VgnVCM1000001d4a900aRCRD;Auditorio Carmen Laforet (Ciudad Lineal);28033;Musica
"MÚSICA. Laia Molins &amp; Jofre Fité";1;30/11/2024;6:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a58bef619aca2910VgnVCM2000001f4a900aRCRD;Centro Cultural Príncipe de Asturias (Ciudad Lineal);28037;Musica
MÚSICA. Sergio Fábregas presenta 'A plena voz';1;23/11/2024;7:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ed3bef619aca2910VgnVCM2000001f4a900aRCRD;Centro Cultural Príncipe de Asturias (Ciudad Lineal);28037;Musica
MÚSICA. Shadday López (Fusión/Músicas del mundo);1;21/11/2024;8:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=00ddef619aca2910VgnVCM2000001f4a900aRCRD;Centro Cultural Príncipe de Asturias (Ciudad Lineal);28037;Musica
MÚSICA.TRYOLET MUSICA, presenta 'SUEÑOS DE HOLLYWOOD';1;29/11/2024;9:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9dbf1f60c39b2910VgnVCM1000001d4a900aRCRD;Auditorio Carmen Laforet (Ciudad Lineal);28033;Musica
Música: Ciclo de Conciertos de Otoño. Parte 4;1;23/11/2024;10:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=261e09aaee822910VgnVCM2000001f4a900aRCRD;Centro Cultural Meseta de Orcasitas (Usera);28041;Musica
Música: Ciclo de Conciertos de Otoño. Parte 4;1;22/11/2024;11:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=45bd94b1c5e22910VgnVCM2000001f4a900aRCRD;Centro Cultural Orcasur (Usera);28041;Musica
Música: Pop-Rock 2000;1;29/11/2024;12:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=164cf799ecea2910VgnVCM2000001f4a900aRCRD;Centro Sociocultural Santa Petronila (Villaverde);28021;Musica/RockPop
Música: 'Versos de mujer';1;23/11/2024;13:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=bfc5cd2223822910VgnVCM2000001f4a900aRCRD;Junta Municipal del Distrito de Usera;28026;Musica
Música: `Navidad en Paz´;1;20/12/2024;14:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e08d42e371f33910VgnVCM2000001f4a900aRCRD;Centro Sociocultural Ágata (Villaverde);28021;FiestasNavidadesReyes
M? Allegro Ma Non Troppo Trío;1;30/11/2024;15:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=67be04abe62d2910VgnVCM1000001d4a900aRCRD;Centro Cultural Fernando Lázaro Carreter (Carabanchel);28019;Musica
Naomi Klein: '¿Cómo va a ser la montaña un Dios' de Eduardo Romero;1;27/11/2024;16:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=342b3a03802e2910VgnVCM1000001d4a900aRCRD;Biblioteca Pública Municipal Iván de Vargas (Centro);28005;ClubesLectura
Natacha;0;11/02/2025;17:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=abeee2fc6e6c1910VgnVCM1000001d4a900aRCRD;Teatro Español;28012;TeatroPerformance
Natacha Crawford Dúo;1;22/11/2024;18:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d6696829a92d2910VgnVCM2000001f4a900aRCRD;Centro Cultural Sara Montiel (Latina);28024;Musica/JazzSoulFunkySwingReagge
Natacha Crawford Dúo ? Ciclo Moncloa a ritmo de Jazz;1;21/11/2024;19:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b44b81f9d47d2910VgnVCM2000001f4a900aRCRD;FUNDACIÓN FRAN DAUREL;28023;Musica/JazzSoulFunkySwingReagge
Navidades Blancas;1;28/12/2024;20:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=488b7a8944443910VgnVCM1000001d4a900aRCRD;Centro Cultural Casa de Vacas (Retiro);28009;FiestasNavidadesReyes
Nerium Park;0;27/02/2025;21:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=40029f45bf9e1910VgnVCM1000001d4a900aRCRD;Nave 10 Matadero. Creación Dramática Contemporánea;28045;ProgramacionDestacadaAgendaCultura
Niño de Elche;0;01/02/2025;22:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c9d7a32fa9322910VgnVCM1000001d4a900aRCRD;Teatro Circo Price;28012;ProgramacionDestacadaAgendaCultura
No disparen al turista;0;25/02/2025;23:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ca8102a2fa0e1910VgnVCM1000001d4a900aRCRD;Centro de Cultura Contemporánea Conde Duque;28015;ConferenciasColoquios
Noches de amor efímero;1;29/11/2024;0:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8d996829a92d2910VgnVCM2000001f4a900aRCRD;Centro Cultural Sara Montiel (Latina);28024;TeatroPerformance
Noches de amor efímero;0;29/11/2024;1:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9a935f56abdb2910VgnVCM2000001f4a900aRCRD;Centro Cultural Sara Montiel (Latina);28024;TeatroPerformance
Non chiederci la parola (Montale);1;12/12/2024;2:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ba26af3bc7822910VgnVCM1000001d4a900aRCRD;Centro Cultural Emilia Pardo Bazán (Salamanca);28001;ClubesLectura
Nono - Lachenmann - Quatuor Diotima;0;21/11/2024;3:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4aac28cb84672910VgnVCM2000001f4a900aRCRD;CentroCentro;28014;ProgramacionDestacadaAgendaCultura
Nono - Saunders - Sciarrino - Synergein Project;0;19/12/2024;4:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a20f28cb84672910VgnVCM2000001f4a900aRCRD;CentroCentro;28014;ProgramacionDestacadaAgendaCultura
Nosotras, mujeres y poetas;1;22/11/2024;5:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f2135bb2d09b2910VgnVCM2000001f4a900aRCRD;Centro Cultural Emilia Pardo Bazán (Salamanca);28001;RecitalesPresentacionesActosLiterarios
Nuevas formas de contar el totalitarismo en el siglo XXI;0;23/11/2024;6:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f2e384bc01eb2910VgnVCM1000001d4a900aRCRD;Espacio Cultural Serrería Belga;28014;RecitalesPresentacionesActosLiterarios
Nuevos ecos del pasado;1;24/11/2024;7:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9d78aa0a28ea2910VgnVCM2000001f4a900aRCRD;Centro Cultural Antonio Machado (San Blas - Canillejas);28037;DanzaBaile
"Nur &amp; Adrián Solla";1;29/11/2024;8:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=fbbaf748907f2910VgnVCM1000001d4a900aRCRD;Centro Cultural Hortaleza;28033;Musica
Olaf y la Navidad.;1;30/12/2024;9:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=09c5283882443910VgnVCM1000001d4a900aRCRD;Centro Cultural Casa de Vacas (Retiro);28009;FiestasNavidadesReyes
Orfeón Moratalaz;1;21/11/2024;10:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=533df124782d2910VgnVCM1000001d4a900aRCRD;Parroquia Nuestra Señora de Belén;28030;Musica
Organización del tiempo;1;22/11/2024;11:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=559163439d662910VgnVCM2000001f4a900aRCRD;Biblioteca Pública Municipal Pablo Neruda (Ciudad Lineal);28017;CursosTalleres
Otro Sol;0;24/11/2024;12:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8a7d4af33ab03910VgnVCM1000001d4a900aRCRD;Cineteca Madrid;28045;ProgramacionDestacadaAgendaCultura
Pablo Moreno;1;30/11/2024;13:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=967b3e86bd0d2910VgnVCM1000001d4a900aRCRD;Centro Sociocultural García Lorca (Carabanchel);28044;Musica
Pachanga Jaz;1;23/11/2024;14:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b94f63439d662910VgnVCM2000001f4a900aRCRD;Centro Cultural la Elipa (Ciudad Lineal);28017;ProgramacionDestacadaAgendaCultura
Paje Real en Casa de Vacas.;1;05/01/2025;15:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e7fc7a8944443910VgnVCM1000001d4a900aRCRD;Centro Cultural Casa de Vacas (Retiro);28009;FiestasNavidadesReyes
Paquito D'Rivera Band;0;24/11/2024;16:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e15d02fb90672910VgnVCM2000001f4a900aRCRD;Fernán Gómez Centro Cultural de la Villa;28001;Musica/JazzSoulFunkySwingReagge
Paralelo 38. Ensayo abierto;1;23/11/2024;17:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4e2d46b73c1e2910VgnVCM2000001f4a900aRCRD;Centro Cultural Lavapiés (Centro);28012;TeatroPerformance
Parque Enrique Tierno Galván;1;24/11/2024;18:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=77aeffa91ac42910VgnVCM2000001f4a900aRCRD;Parque Enrique Tierno Galván;28045;ExcursionesItinerariosVisitas
Parque Forestal de Valdebebas;1;11/12/2024;19:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0895ffa91ac42910VgnVCM2000001f4a900aRCRD;Parque Forestal de Valdebebas-Felipe VI;28055;ExcursionesItinerariosVisitas
Pasaporte Ellas Viajan;0;30/11/2024;20:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7e8ead71d9f92910VgnVCM1000001d4a900aRCRD;Matadero Madrid;28045;RecitalesPresentacionesActosLiterarios
Pasos, de Lope de Rueda;1;30/11/2024;21:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5391cad326152910VgnVCM2000001f4a900aRCRD;Centro Cultural Casa de Vacas (Retiro);28009;TeatroPerformance
Pateando la Dehesa: un viaje a través de la historia de Madrid;1;07/12/2024;22:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=eb08053b37d22910VgnVCM1000001d4a900aRCRD;Centro de Información y Educación Ambiental de Dehesa de la Villa;28039;ExcursionesItinerariosVisitas
Paula Mattheus;0;16/01/2025;23:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0097a32fa9322910VgnVCM1000001d4a900aRCRD;Teatro Circo Price;28012;ProgramacionDestacadaAgendaCultura
Pedro Guerra;0;23/01/2025;0:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5708bf7e6b322910VgnVCM1000001d4a900aRCRD;Teatro Circo Price;28012;ProgramacionDestacadaAgendaCultura
Pensar lo humano en el tiempo: la Grecia Clásica frente al Ciberpunk;0;25/02/2025;1:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=48b19f45bf9e1910VgnVCM1000001d4a900aRCRD;Nave 10 Matadero. Creación Dramática Contemporánea;28045;ProgramacionDestacadaAgendaCultura
Pequeños negocios con Fe;1;29/11/2024;2:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b23f97e3ef2c2910VgnVCM2000001f4a900aRCRD;Centro Cultural Las Californias (Retiro);28007;TeatroPerformance
PequeRitmo;1;22/12/2024;3:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=df22ee4e073b2910VgnVCM1000001d4a900aRCRD;Centro de Educación Ambiental y Cultural Maris Stella (Usera);28026;Musica
Poemario 'Tenue Intensidad' y 'Trilogía de Amor Propio' de Pamela Santana;1;22/11/2024;4:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=bdf0c194e32d2910VgnVCM1000001d4a900aRCRD;Biblioteca Pública Municipal Ángel González (Latina);28024;RecitalesPresentacionesActosLiterarios
Presentación del Libro: `Cómo Sobrevivir a Gato Blanco´;1;12/12/2024;5:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=360611ec62f33910VgnVCM1000001d4a900aRCRD;Centro Sociocultural Marconi (Villaverde);28021;RecitalesPresentacionesActosLiterarios
Presentación libro y taller de manualidades 'Achucha al chucho' de Virginia Rodríguez Herrero;1;04/12/2024;6:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=fb47cda7c5842910VgnVCM2000001f4a900aRCRD;Biblioteca Pública Municipal José Saramago (Fuencarral-El Pardo);28029;CuentacuentosTiteresMarionetas
Priscilla;1;21/11/2024;7:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0d375abe522d2910VgnVCM2000001f4a900aRCRD;Centro Sociocultural Alberto Sánchez (Puente de Vallecas);28038;CineActividadesAudiovisuales
Proyección de cortometrajes;1;01/12/2024;8:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=912c5b953b3b2910VgnVCM1000001d4a900aRCRD;Centro de Educación Ambiental y Cultural Maris Stella (Usera);28026;CineActividadesAudiovisuales
Pum Pum al cerro voy;1;29/11/2024;9:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8f2906577f6f2910VgnVCM1000001d4a900aRCRD;Centro Cultural Federico Chueca (Hortaleza);28043;TeatroPerformance
Putochinomaricón;0;01/02/2025;10:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=923602a2fa0e1910VgnVCM1000001d4a900aRCRD;Centro de Cultura Contemporánea Conde Duque;28015;ProgramacionDestacadaAgendaCultura
Quedada de cine: Eduardo Manostijeras;1;18/12/2024;11:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=83964b942d242910VgnVCM2000001f4a900aRCRD;Biblioteca Pública Municipal José Saramago (Fuencarral-El Pardo);28029;CineActividadesAudiovisuales
